Date,High,Low,Open,Close,Volume,Adj Close
2016-7-20,746.25,740.7000122,744,745.7199707,2214000,745.7199707
2016-7-21,749.3599854,742.789978,747.5,744.4299927,2317100,744.4299927
2016-7-22,751.2800293,743.5300293,747.789978,744.8599854,2277700,744.8599854
2016-7-25,748.5,735.3499756,746.5499878,739.6099854,2679300,739.6099854
2016-7-26,743.1300049,732.75,742.710022,735.5900269,2529700,735.5900269
2016-7-27,740.9400024,733.8599854,737.9699707,736.6699829,2913100,736.6699829
2016-7-28,753.3599854,739.7000122,745.9799805,752.6099854,7617600,752.6099854
2016-7-29,766,755,765,758.8099976,6777100,758.8099976
2016-8-1,770.5,757.0599976,759.8699951,767.7399902,3578200,767.7399902
2016-8-2,765.0100098,757.0200195,763.8099976,760.5800171,3603300,760.5800171
2016-8-3,758.8900146,752.25,757.0599976,754.6400146,3581500,754.6400146
2016-8-4,765,750.3499756,753.7000122,760.7700195,3178200,760.7700195
2016-8-5,768.4699707,763.0900269,764.8099976,765.9799805,2704400,765.9799805
2016-8-8,767,761.0200195,766.8099976,766.5599976,1986300,766.5599976
2016-8-9,772.5999756,766.9000244,767.3900146,768.3099976,1876100,768.3099976
2016-8-10,772.0999756,766.1900024,769.7999878,768.5599976,1604300,768.5599976
2016-8-11,773.75,769.1199951,769.9400024,771.2399902,2019700,771.2399902
2016-8-12,773.1500244,768.4199829,768.460022,772.5599976,1563300,772.5599976
2016-8-15,772.039978,767.710022,771.9000244,768.4899902,2118500,768.4899902
2016-8-16,768.7299805,763.8200073,768.6199951,764.039978,1604600,764.039978
2016-8-17,765.2199707,759.2000122,764.4099731,764.6300049,1891100,764.6300049
2016-8-18,765.1699829,760.5999756,764,764.460022,1458800,764.460022
2016-8-19,762.4899902,756.8900146,761.9000244,757.3099976,2343200,757.3099976
2016-8-22,759.8499756,752.0999756,757.5,759.4799805,1679300,759.4799805
2016-8-23,764.7000122,761,763.3099976,762.4500122,1524100,762.4500122
2016-8-24,763.4099731,755.3599854,763,757.25,1744100,757.25
2016-8-25,760.5599976,754.7399902,756,759.2199707,1623000,759.2199707
2016-8-26,770,759.7999878,760.0499878,769,2776800,769
2016-8-29,774.9799805,768.5999756,768.7199707,771.289978,2198600,771.289978
2016-8-30,771.8400269,765.5599976,771.0499878,767.5800171,1709200,767.5800171
2016-8-31,769.6400146,764,766.5999756,769.1599731,1633800,769.1599731
2016-9-1,772.039978,766.75,770.9000244,770.6199951,1792300,770.6199951
2016-9-2,776,771.7000122,774.1099854,772.4400024,2181800,772.4400024
2016-9-6,789.4799805,770.2199707,774.039978,788.8699951,3719800,788.8699951
2016-9-7,790.789978,784.3300171,789.5300293,784.4799805,2424600,784.4799805
2016-9-8,786.5,781.4400024,783.8900146,784.0599976,2030500,784.0599976
2016-9-9,781,760.1099854,779.3599854,760.1400146,4257300,760.1400146
2016-9-12,772.6599731,756,757.3499756,771.4899902,3124700,771.4899902
2016-9-13,769.8900146,759.0499878,768.7700195,761.0100098,3117200,761.0100098
2016-9-14,767.5,758.8499756,762.2000122,761.0900269,2523000,761.0900269
2016-9-15,770.8699951,757.5800171,762,769.6900024,3034000,769.6900024
2016-9-16,780.460022,771.6599731,773.2800293,778.5200195,5499200,778.5200195
2016-9-19,781.9400024,771,779.9699707,775.0999756,2297200,775.0999756
2016-9-20,781.3699951,776,776,780.2199707,1937200,780.2199707
2016-9-21,790.6900024,779.0100098,783.25,789.7399902,2718600,789.7399902
2016-9-22,805.8900146,794.2700195,794.2700195,804.7000122,4078900,804.7000122
2016-9-23,807.75,802.1199951,803.1300049,805.75,2353500,805.75
2016-9-26,805.9299927,797.1500244,801.7999878,799.1599731,2651400,799.1599731
2016-9-27,816.6400146,801.1099854,801.8499756,816.1099854,3819600,816.1099854
2016-9-28,830.1400146,817.0300293,818,828.7199707,4422100,828.7199707
2016-9-29,837.5,824.6300049,828.2600098,829.0499878,4922200,829.0499878
2016-9-30,839.9500122,832.4000244,832.6099854,837.3099976,4430600,837.3099976
2016-10-3,839.8599854,831.25,836,836.7399902,2769400,836.7399902
2016-10-4,842.3699951,830.2600098,840.9099731,834.0300293,2950300,834.0300293
2016-10-5,845.6699829,836.1199951,838,844.3599854,3469100,844.3599854
2016-10-6,847.210022,840.5999756,843.7000122,841.6599731,2684000,841.6599731
2016-10-7,845.9500122,837.4500122,845.789978,839.4299927,2426200,839.4299927
2016-10-10,845.2000122,840.2700195,843.25,841.710022,1827100,841.710022
2016-10-11,841.289978,828.3499756,841.0200195,831,3588200,831
2016-10-12,837.6699829,830.0999756,834,834.0900269,2380400,834.0900269
2016-10-13,831.7999878,821.210022,829,829.2800293,3091400,829.2800293
2016-10-14,835.7399902,822.960022,835.0800171,822.960022,2999800,822.960022
2016-10-17,822,811.6799927,821.5,812.9500122,3361500,812.9500122
2016-10-18,823.2600098,815.0200195,822.1099854,817.6500244,2512500,817.6500244
2016-10-19,820.6699829,815.1699829,820.4000244,817.6900024,2090700,817.6900024
2016-10-20,815.710022,803.0999756,813.9899902,810.3200073,3152000,810.3200073
2016-10-21,819.4199829,809,809.3599854,818.9899902,2793000,818.9899902
2016-10-24,838.2999878,822.210022,824.9500122,838.0900269,4060900,838.0900269
2016-10-25,843.0900269,833.2199707,839.2999878,835.1799927,3248400,835.1799927
2016-10-26,833.4400024,820,832.7600098,822.5900269,3998100,822.5900269
2016-10-27,831.7199707,815.4299927,831.2399902,818.3599854,7406400,818.3599854
2016-10-28,789.4899902,774.6099854,782,776.3200073,10841100,776.3200073
2016-10-31,793.7000122,780.1099854,781.0300293,789.8200073,5413300,789.8200073
2016-11-1,800.8400269,776.710022,799,785.4099731,5305400,785.4099731
2016-11-2,784.75,763.5499878,783.9299927,765.5599976,5026500,765.5599976
2016-11-3,777,764,765.0499878,767.0300293,3872500,767.0300293
2016-11-4,766,753.2299805,762.789978,755.0499878,5122100,755.0499878
2016-11-7,787.7299805,770.9400024,771.6400146,784.9299927,5984400,784.9299927
2016-11-8,791.7399902,779.0999756,784.9699707,787.75,3412600,787.75
2016-11-9,777.5,760.0900269,764,771.8800049,8562900,771.8800049
2016-11-10,778.8300171,717.7000122,778.8099976,742.3800049,12747000,742.3800049
2016-11-11,743.2600098,728.9000244,735.7299805,739.0100098,6622800,739.0100098
2016-11-14,746,710.0999756,745.5100098,719.0700073,7321300,719.0700073
2016-11-15,746.7800293,725.9899902,730,743.2399902,6755800,743.2399902
2016-11-16,749.8699951,735.6099854,739.8800049,746.4899902,3648800,746.4899902
2016-11-17,757.5,748,749.3200073,756.4000244,3690100,756.4000244
2016-11-18,767.7399902,757.6400146,761,760.1599731,4373400,760.1599731
2016-11-21,780.3499756,765.1099854,766,780,4614600,780
2016-11-22,792.4000244,781,788.1699829,785.3300171,5311300,785.3300171
2016-11-23,781.75,773.1199951,781.7299805,780.1199951,3540300,780.1199951
2016-11-25,786.75,777.9000244,786.5,780.3699951,1837100,780.3699951
2016-11-28,777,764.2399902,776.9899902,766.7700195,4438800,766.7700195
2016-11-29,769.8900146,761.3200073,768,762.5200195,3272300,762.5200195
2016-11-30,768.0900269,750.25,762,750.5700073,4625900,750.5700073
2016-12-1,753.3699951,738.0300293,752.4099731,743.6500244,4666000,743.6500244
2016-12-2,748.4899902,736.7000122,743.4000244,740.3400269,3561300,740.3400269
2016-12-5,761.4899902,742,745,759.3599854,4314700,759.3599854
2016-12-6,768.2399902,757.25,763.9899902,764.7199707,3794700,764.7199707
2016-12-7,770.4199829,755.8200073,764.5499878,770.4199829,3684900,770.4199829
2016-12-8,773.789978,765.1900024,771.8699951,767.3300171,3189600,767.3300171
2016-12-9,770.25,765.3400269,770,768.6599731,2470900,768.6599731
2016-12-12,766.8900146,757.2000122,766.4000244,760.1199951,2963900,760.1199951
2016-12-13,782.460022,762,764.960022,774.3400269,5285300,774.3400269
2016-12-14,780.8599854,762.8099976,778.25,768.8200073,5454800,768.8200073
2016-12-15,769.0999756,760.3099976,766.2800293,761,3801900,761
2016-12-16,765.1300049,754,765,757.7700195,4848200,757.7700195
2016-12-19,770.5,756.1599731,758.8900146,766,3113200,766
2016-12-20,774.3900146,767.710022,768.6500244,771.2199707,2703600,771.2199707
2016-12-21,771.2199707,765.7000122,770,770.5999756,2044600,770.5999756
2016-12-22,771.210022,763.0200195,768.1199951,766.3400269,2543600,766.3400269
2016-12-23,766.5,757.9899902,764.5499878,760.5900269,1981600,760.5900269
2016-12-27,774.6500244,761.2000122,763.4000244,771.4000244,2638700,771.4000244
2016-12-28,780,770.5,776.25,772.1300049,3301000,772.1300049
2016-12-29,773.4000244,760.8499756,772.4000244,765.1500244,3158300,765.1500244
2016-12-30,767.4000244,748.2800293,766.4699707,749.8699951,4139400,749.8699951
2017-1-3,758.7600098,747.7000122,757.9199829,753.6699829,3521100,753.6699829
2017-1-4,759.6799927,754.2000122,758.3900146,757.1799927,2510500,757.1799927
2017-1-5,782.4000244,760.2600098,761.5499878,780.4500122,5830100,780.4500122
2017-1-6,799.4400024,778.4799805,782.3599854,795.9899902,5986200,795.9899902
2017-1-9,801.7700195,791.7700195,798,796.9199829,3446100,796.9199829
2017-1-10,798,789.539978,796.5999756,795.9000244,2558400,795.9000244
2017-1-11,799.5,789.5100098,793.6599731,799.0200195,2992800,799.0200195
2017-1-12,814.1300049,799.5,800.3099976,813.6400146,4873900,813.6400146
2017-1-13,821.6500244,811.4000244,814.3200073,817.1400146,3791900,817.1400146
2017-1-17,816,803.4400024,815.7000122,809.7199707,3670500,809.7199707
2017-1-18,811.7299805,804.2700195,809.5,807.4799805,2354200,807.4799805
2017-1-19,813.5100098,807.3200073,810,809.039978,2540800,809.039978
2017-1-20,816.0200195,806.2600098,815.2800293,808.3300171,3376200,808.3300171
2017-1-23,818.5,805.0800171,806.7999878,817.8800049,2797500,817.8800049
2017-1-24,823.9899902,814.5,822,822.4400024,2971700,822.4400024
2017-1-25,837.4199829,825.289978,825.789978,836.5200195,3922600,836.5200195
2017-1-26,843.8400269,833,835.5300293,839.1500244,3586300,839.1500244
2017-1-27,839.7000122,829.4400024,839,835.7700195,2998700,835.7700195
2017-1-30,833.5,816.3800049,833,830.3800049,3747300,830.3800049
2017-1-31,826.9899902,819.5599976,823.75,823.4799805,3137200,823.4799805
2017-2-1,833.7800293,824.9400024,829.210022,832.3499756,3850200,832.3499756
2017-2-2,842.4899902,828.2600098,836.5900269,839.9500122,7350500,839.9500122
2017-2-3,818.2999878,804,806.7199707,810.2000122,10868800,810.2000122
2017-2-6,810.7199707,803,809.7999878,807.6400146,3897300,807.6400146
2017-2-7,816.1599731,807.5,809.3099976,812.5,3466100,812.5
2017-2-8,821.4799805,812.5,812.6900024,819.710022,2858000,819.710022
2017-2-9,825,819.710022,821.5999756,821.3599854,2484900,821.3599854
2017-2-10,828,822.8499756,823.8200073,827.460022,2429600,827.460022
2017-2-13,843,828.5499878,831.6199951,836.5300293,4172600,836.5300293
2017-2-14,838.3099976,831.4500122,837,836.3900146,2792400,836.3900146
2017-2-15,842.8099976,832.8200073,834,842.7000122,2968900,842.7000122
2017-2-16,845,839.3800049,841.8400269,844.1400146,2714700,844.1400146
2017-2-17,847.2700195,840.7299805,842,845.0700073,3112300,845.0700073
2017-2-21,857.9799805,847.25,848.8400269,856.4400024,3507700,856.4400024
2017-2-22,858.4299927,852.1799927,856.9500122,855.6099854,2617000,855.6099854
2017-2-23,860.8599854,848,857.5700073,852.1900024,3462000,852.1900024
2017-2-24,845.8099976,837.75,844.6900024,845.2399902,3688000,845.2399902
2017-2-27,852.5,839.6699829,842.3800049,848.6400146,2713600,848.6400146
2017-2-28,854.0900269,842.0499878,851.4500122,845.039978,2793700,845.039978
2017-3-1,854.8300171,849.0100098,853.0499878,853.0800171,2760100,853.0800171
2017-3-2,854.8200073,847.2800293,853.0800171,848.9099731,2132100,848.9099731
2017-3-3,851.9899902,846.2700195,847.2000122,849.8800049,1941100,849.8800049
2017-3-6,848.4899902,841.1199951,845.2299805,846.6099854,2610400,846.6099854
2017-3-7,848.460022,843.75,845.4799805,846.0200195,2247600,846.0200195
2017-3-8,853.0700073,846.789978,848,850.5,2286500,850.5
2017-3-9,856.4000244,850.3099976,851,853,2048200,853
2017-3-10,857.3499756,851.7199707,857,852.460022,2436400,852.460022
2017-3-13,855.6900024,851.710022,851.7700195,854.5900269,1909700,854.5900269
2017-3-14,853.75,847.5499878,853.5499878,852.5300293,2130600,852.5300293
2017-3-15,854.4500122,847.1099854,854.3300171,852.9699707,2562200,852.9699707
2017-3-16,855.5,850.5100098,855.2999878,853.4199829,1842300,853.4199829
2017-3-17,853.8300171,850.6400146,853.4899902,852.3099976,3384400,852.3099976
2017-3-20,857.7999878,851.0100098,851.5100098,856.9699707,2282700,856.9699707
2017-3-21,862.7999878,841.3099976,858.8400269,843.2000122,4382900,843.2000122
2017-3-22,849.3699951,839.0499878,840.4299927,848.0599976,2658700,848.0599976
2017-3-23,850.8900146,844.7999878,848.2000122,847.3800049,1953000,847.3800049
2017-3-24,851.7999878,843.5300293,851.6799927,845.6099854,2138300,845.6099854
2017-3-27,850.2999878,833.5,838.0700073,846.8200073,2755800,846.8200073
2017-3-28,858.460022,850.0999756,851.75,856,3041600,856
2017-3-29,876.4400024,859.0200195,859.0499878,874.3200073,4485800,874.3200073
2017-3-30,877.0599976,871.6599731,874.9500122,876.3400269,2762700,876.3400269
2017-3-31,890.3499756,876.6500244,877,886.539978,3957600,886.539978
2017-4-3,893.4899902,885.4199829,888,891.5100098,3422300,891.5100098
2017-4-4,908.539978,890.2800293,891.5,906.8300171,4984700,906.8300171
2017-4-5,923.7199707,905.6199951,910.8200073,909.2800293,7508400,909.2800293
2017-4-6,917.1900024,894.4899902,913.7999878,898.2800293,6344100,898.2800293
2017-4-7,900.0900269,889.3099976,899.6500244,894.8800049,3710900,894.8800049
2017-4-10,908.5100098,899,899.6300049,907.039978,3184300,907.039978
2017-4-11,911.2399902,897.5,907.039978,902.3599854,3012700,902.3599854
2017-4-12,904.0900269,895.25,903.0900269,896.2299805,2456100,896.2299805
2017-4-13,894.9699707,884.4899902,891.4500122,884.6699829,3174600,884.6699829
2017-4-17,902.3800049,887.5,887.5,901.9899902,2854700,901.9899902
2017-4-18,909.6099854,900.7800293,900.9899902,903.7800293,2999200,903.7800293
2017-4-19,910.5,897.3699951,907.8400269,899.2000122,2870200,899.2000122
2017-4-20,905.3200073,896.289978,899.7000122,902.0599976,2814400,902.0599976
2017-4-21,903.6500244,896.7700195,902.6699829,898.5300293,2420500,898.5300293
2017-4-24,909.9899902,903.8200073,908.6799927,907.4099731,3122900,907.4099731
2017-4-25,909.4799805,903,907.039978,907.6199951,3380600,907.6199951
2017-4-26,915.75,907.5599976,910.2999878,909.289978,2608900,909.289978
2017-4-27,921.8599854,912.1099854,914.3900146,918.3800049,5305500,918.3800049
2017-4-28,949.5900269,924.3300171,948.8300171,924.9899902,7364700,924.9899902
2017-5-1,954.4000244,927.7999878,927.7999878,948.2299805,5466500,948.2299805
2017-5-2,950.0999756,941.4099731,946.6500244,946.9400024,3848800,946.9400024
2017-5-3,946,935.9000244,946,941.0300293,3582700,941.0300293
2017-5-4,945,934.2199707,944.75,937.5300293,2418400,937.5300293
2017-5-5,940.789978,930.2999878,940.5200195,934.1500244,2866400,934.1500244
2017-5-8,949.0499878,939.210022,940.9500122,949.039978,3415700,949.039978
2017-5-9,957.8900146,950.2000122,952.7999878,952.8200073,3262100,952.8200073
2017-5-10,953.75,945,953.5,948.9500122,2096500,948.9500122
2017-5-11,950.289978,940.7800293,945.1099854,947.6199951,2194100,947.6199951
2017-5-12,962.789978,951.5300293,954.5,961.3499756,3625900,961.3499756
2017-5-15,963.1500244,956.0599976,958.7299805,957.9699707,4270600,957.9699707
2017-5-16,970.0599976,960.9099731,961,966.0700073,3126100,966.0700073
2017-5-17,960.4000244,944.1199951,954.7000122,944.7600098,5145600,944.7600098
2017-5-18,962.75,944.7600098,944.7999878,958.4899902,3939300,958.4899902
2017-5-19,968.9199829,959.7199707,962.8400269,959.8400269,3972100,959.8400269
2017-5-22,971.3800049,962.9000244,964,970.6699829,2642200,970.6699829
2017-5-23,975.2000122,966.8499756,975.0200195,971.539978,2415600,971.539978
2017-5-24,981,970.2299805,976,980.3499756,2446000,980.3499756
2017-5-25,999,982.1099854,984.8499756,993.3800049,4822000,993.3800049
2017-5-26,998.6500244,989.25,995,995.7800293,3469200,995.7800293
2017-5-30,1001.200012,995.5200195,996.5100098,996.7000122,3263100,996.7000122
2017-5-31,1000.119995,982.1599731,1000,994.6199951,3913100,994.6199951
2017-6-1,998.9899902,991.3699951,998.5900269,995.9500122,2454800,995.9500122
2017-6-2,1008.47998,995.6699829,998.9899902,1006.72998,3752300,1006.72998
2017-6-5,1013.210022,1003.51001,1007.22998,1011.340027,2719900,1011.340027
2017-6-6,1016.5,1001.25,1012,1003,3346400,1003
2017-6-7,1010.25,1002,1005.950012,1010.070007,2823000,1010.070007
2017-6-8,1013.609985,1006.109985,1012.059998,1010.27002,2767900,1010.27002
2017-6-9,1012.98999,927,1012.5,978.3099976,7647700,978.3099976
2017-6-12,975.9500122,945,967,964.9099731,9447200,964.9099731
2017-6-13,984.5,966.0999756,977.9899902,980.789978,4580000,980.789978
2017-6-14,990.3400269,966.710022,988.5900269,976.4699707,3974900,976.4699707
